text,original_text,source,sentiment_score,positive_prob,neutral_prob,negative_prob,sentiment_label,created_at,date
"rt : how to make 200% return per day we, as traders, obsess over stock market returns. hedge funds would kill to compound at…","RT @TheOneLanceB: HOW TO MAKE 200% RETURN PER DAY

We, as traders, obsess over stock market returns. Hedge funds would kill to compound at…",twitter,0.7524094378459267,0.7526609301567078,0.2470875978469848,0.000251492310781,positive,2025-10-02T18:42:20+00:00,2025-10-02
rt : what on mars is a stock market,RT @Epic_Edster: What on mars is a stock market https://t.co/pmz0h2QQSM,twitter,0.9999362273238716,0.9999369382858276,6.238484638743103e-05,7.109619559741986e-07,positive,2025-10-02T18:42:17+00:00,2025-10-02
"us stock market movers and crypto update for october 02, 2025: ups: $onds $9.10 +24.42% - ondas (wireless comm) $rgti $34.81 +16.60% - rigetti (quantum comp) $asts $65.74 +15.45% - ast space (sat comm) $qbts $28.96 +13.01% - d-wave (quantum comp) $oklo $129.07","US Stock Market Movers and Crypto update for October 02, 2025:

UPS:
$ONDS   $9.10   +24.42% - Ondas (Wireless Comm)
$RGTI   $34.81  +16.60% - Rigetti (Quantum Comp)
$ASTS   $65.74  +15.45% - AST Space (Sat Comm)
$QBTS   $28.96  +13.01% - D-Wave (Quantum Comp)
$OKLO   $129.07 https://t.co/yR769TQwu4",twitter,-0.6649858504533768,0.167506143450737,1.880936565612501e-06,0.8324919939041138,negative,2025-10-02T18:42:14+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:42:14+00:00,2025-10-02
rt : get ready for another huge week ahead in the stock market here's a full catalyst watch to help you get prepared a threa…,"RT @StockMKTNewz: GET READY FOR ANOTHER HUGE WEEK AHEAD IN THE STOCK MARKET

Here's a full catalyst watch to help you get prepared

A threa…",twitter,-0.9988182371598668,0.0005906039732508,5.4483592748511e-07,0.9994088411331176,negative,2025-10-02T18:42:11+00:00,2025-10-02
"rt : breaking: netflix stock, $nflx, extends its 5-day decline to -5% as urges users to ""cancel netflix."" the sto…","RT @KobeissiLetter: BREAKING: Netflix stock, $NFLX, extends its 5-day decline to -5% as @elonmusk urges users to ""cancel Netflix.""

The sto…",twitter,0.0021047913469374,0.0037378179840743,0.994629204273224,0.0016330266371369,neutral,2025-10-02T18:42:10+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@_d3f4ult @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 💦 🌂 🎈",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:42:07+00:00,2025-10-02
rt : “sustainable institutional bitcoin adoption requires infrastructure that doesn't depend on market sentiment and stock pr…,RT @ZeusNetworkHQ: “Sustainable institutional Bitcoin adoption requires infrastructure that doesn't depend on market sentiment and stock pr…,twitter,0.994629934662953,0.9956576824188232,0.0033145900815725,0.0010277477558702,positive,2025-10-02T18:42:05+00:00,2025-10-02
amazing trump's market beautiful. calming down .... it's gonna green again . account isn't bad today at all s&amp;p 500 seesaws after hitting fresh record as u.s. government shutdown continues: live updates,"Amazing 😍 😍  Trump's market beautiful.
Calming down .... It's gonna green again 😁😁😁😁. Account isn't bad today at all 😁😁😁😁😁😁😁😁

S&amp;P 500 seesaws after hitting fresh record as U.S. government shutdown continues: Live updates https://t.co/5tK3N4oTQn",twitter,-0.9889465365558864,0.0039330329746007,0.0031874829437583,0.9928795695304872,negative,2025-10-02T18:42:04+00:00,2025-10-02
someone doesn’t understand the stock market. care to wager if nflx stock will trade higher than it was before the right wing cancel culture?,"@IanJaeger29 Someone doesn’t understand the stock market.

Care to wager if NFLX stock will trade higher than it was before the right wing cancel culture?",twitter,0.9632983291521668,0.9765690565109252,0.010160251520574,0.0132707273587584,positive,2025-10-02T18:42:01+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@NastiaVox @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 💰 🍂 🌈 🌺 🌺",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:42:00+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@EricCryptoman @yzilabs @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🌂 🎌 🔥 🌸 🎊",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:41:59+00:00,2025-10-02
"rt : government shutdown, illegal aliens being deported, stock market up, liberals unhinged... life is good!","RT @GuntherEagleman: Government shutdown,  illegal aliens being deported, stock market up,  liberals unhinged...  LIFE IS GOOD!",twitter,-0.9999996539162056,1.0766521540972462e-07,9.744717033299821e-08,0.9999997615814208,negative,2025-10-02T18:41:56+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:41:53+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@__Inty__ @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🚀 🔥 🌟",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:41:51+00:00,2025-10-02
"rt : government shutdown, illegal aliens being deported, stock market up, liberals unhinged... life is good!","RT @GuntherEagleman: Government shutdown,  illegal aliens being deported, stock market up,  liberals unhinged...  LIFE IS GOOD!",twitter,-0.9999996539162056,1.0766521540972462e-07,9.744717033299821e-08,0.9999997615814208,negative,2025-10-02T18:41:50+00:00,2025-10-02
rt : breaking: netflix stock is down for the 4th day in a row amid mass cancellations. the company has lost more than $15 billion…,RT @cb_doge: 🚨BREAKING: Netflix stock is down for the 4th day in a row amid mass cancellations. The company has lost more than $15 BILLION…,twitter,-3.7240320921227976e-05,1.6883478792806272e-06,0.9999593496322632,3.89286688005086e-05,neutral,2025-10-02T18:41:49+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:41:46+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@BillSPACman @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🔥 🌻 🎌",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:41:45+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@Cointelegraph @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🎉 🌻 💦",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:41:41+00:00,2025-10-02
"the stock market favors patience; short-term traders may win sometimes, but consistent investors win always.i have followed you, please follow back so we can chat further and share experiences.","@VestExchange The stock market favors patience; short-term traders may win sometimes, but consistent investors win always.I have followed you, please follow back so we can chat further and share experiences.",twitter,-0.3024535477161407,0.3479834496974945,0.0015795280924066,0.6504369974136353,negative,2025-10-02T18:41:20+00:00,2025-10-02
you’re a liar about that. and you’re extremely lucky with the stock market.,@SpeakerPelosi @RepHuffman @RepKevinMullin You’re a liar about that.  And you’re extremely lucky with the stock market. https://t.co/TZGZLb5OIs,twitter,-0.9997554993678932,0.000120761389553,2.949246436401154e-06,0.9998762607574464,negative,2025-10-02T18:41:10+00:00,2025-10-02
rt : breaking: netflix stock is down for the 4th day in a row amid mass cancellations. the company has lost more than $15 billion…,RT @cb_doge: 🚨BREAKING: Netflix stock is down for the 4th day in a row amid mass cancellations. The company has lost more than $15 BILLION…,twitter,-3.7240320921227976e-05,1.6883478792806272e-06,0.9999593496322632,3.89286688005086e-05,neutral,2025-10-02T18:41:09+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@Fxhedgers @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🌻 🌻 🌈",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:41:01+00:00,2025-10-02
